----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
     time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo 
03-03 22:25:11| 14   3  81   0   0|7199M 5475M 2096k   10G|  34k   35k|   0   207k|   0  34.0 |  14k   27k|2.61 2.08 1.64|  0   0  96|   0     0 |   0     0 | 58  627    1    2k  14 
03-03 22:25:12|  2   1  97   0   0|7157M 5517M 2096k   10G|  78k   78k|   0   129k|   0  15.0 |2419  3267 |2.61 2.08 1.64|  0   0  13|   0     0 |   0     0 | 58  623    0    2k  16 
03-03 22:25:13|  3   2  95   0   0|7144M 5531M 2096k   10G|  46k   55k|   0  3816k|   0   427 |3930  3784 |2.61 2.08 1.64|3.0   0  56|   0     0 |   0     0 | 58  599    0    2k  28 
03-03 22:25:14| 19   9  70   0   0|7144M 5529M 2096k   10G|  17k   17k|  20k  628k|4.00   100 |  29k   46k|2.40 2.04 1.63|  0   0 230|   0     0 |   0     0 | 58  599    0    2k  28 
03-03 22:25:15|  2   1  97   0   0|7144M 5529M 2096k   10G|  14k   14k|   0    50k|   0  9.00 |1890  2772 |2.40 2.04 1.63|  0   0 2.0|   0     0 |   0     0 | 58  599    0    2k  28 
03-03 22:25:16|  2   0  97   0   0|7143M 5530M 2096k   10G|  20k   20k|   0   210k|   0  14.0 |2029  2885 |2.40 2.04 1.63|1.0   0 4.0|   0     0 |   0     0 | 58  599    0    2k  27 
03-03 22:25:17|  2   0  98   0   0|7143M 5530M 2096k   10G|  35k   35k|   0   111k|   0  8.99 |2086  2876 |2.40 2.04 1.63|  0   0 1.0|   0     0 |   0     0 | 58  603    0    2k  25 
03-03 22:25:18|  1   1  98   0   0|7152M 5521M 2096k   10G|  26k   26k|   0  3500k|   0   284 |2212  2786 |2.40 2.04 1.63|1.0   0 5.0|   0     0 |   0     0 | 58  599    0    2k  27 
03-03 22:25:19|  5   2  93   0   0|7187M 5486M 2096k   10G|  20k   20k|   0    85k|   0  14.0 |7960    14k|2.29 2.03 1.63|  0   0  46|   0     0 |   0     0 | 58  599    0    2k  27 
03-03 22:25:20|  7   4  89   0   0|7191M 5481M 2096k   10G|  30k   30k|   0   340k|   0  50.0 |  14k   25k|2.29 2.03 1.63|  0   0 102|   0     0 |   0     0 | 58  599    0    1k  27 
03-03 22:25:21|  2   0  98   0   0|7191M 5481M 2096k   10G|  34k   34k|   0    28k|   0  4.00 |1711  2610 |2.29 2.03 1.63|  0   0   0|   0     0 |   0     0 | 58  595    0    1k  27 
03-03 22:25:22|  1   0  98   0   0|7191M 5481M 2096k   10G|  20k   20k|   0   111k|   0  11.0 |2093  2849 |2.29 2.03 1.63|  0   0 4.0|   0     0 |   0     0 | 58  595    0    1k  27 
03-03 22:25:23|  2   0  97   0   0|7191M 5481M 2096k   10G|  61k   61k|   0   304k|   0  35.0 |2071  2902 |2.29 2.03 1.63|  0   0 1.0|   0     0 |   0     0 | 58  599    0    1k  25 
03-03 22:25:24|  2   0  98   0   0|7191M 5481M 2096k   10G|  15k   15k|   0   121k|   0  11.0 |2148  2943 |2.11 1.99 1.62|  0   0 6.0|   0     0 |   0     0 | 58  599    0    1k  25 
03-03 22:25:25|  1   0  99   0   0|7191M 5481M 2096k   10G|  13k   13k|   0  3994k|   0   290 |1768  2626 |2.11 1.99 1.62|1.0   0 1.0|   0     0 |   0     0 | 58  599    0    1k  25 
03-03 22:25:26|  2   0  98   0   0|7191M 5481M 2096k   10G|  19k   19k|   0   207k|   0  14.0 |1905  2826 |2.11 1.99 1.62|  0   0 3.0|   0     0 |   0     0 | 58  599    0    1k  25 
03-03 22:25:27|  1   0  98   0   0|7191M 5482M 2096k   10G|  17k   18k|   0  2006k|   0  46.0 |1872  2957 |2.11 1.99 1.62|  0   0 1.0|   0     0 |   0     0 | 58  595    0    1k  27 
03-03 22:25:28|  2   0  98   0   0|7191M 5482M 2096k   10G|  45k   45k|   0  1566k|   0   240 |2389  2988 |2.11 1.99 1.62|  0   0 4.0|   0     0 |   0     0 | 58  595    0  955   27 
03-03 22:25:29|  4   3  93   0   0|7192M 5482M 2096k   10G|  10k   10k|   0     0 |   0     0 |2768  7204 |1.94 1.96 1.61|1.0   0  37|   0     0 |   0     0 | 58  595    0  958   27 
03-03 22:25:30|  3   3  93   0   0|7227M 5447M 2096k   10G|  46k   46k|   0   126k|   0  13.0 |6888    12k|1.94 1.96 1.61|1.0   0  18|   0     0 |   0     0 | 58  595    0  969   27 
03-03 22:25:31|  2   1  97   0   0|7192M 5482M 2096k   10G|  33k   33k|   0   131k|   0  23.0 |3200  4625 |1.94 1.96 1.61|1.0   0  20|   0     0 |   0     0 | 58  595    0  971   27 
03-03 22:25:32|  1   1  98   0   0|7191M 5482M 2096k   10G|  20k   20k|   0   207k|   0  14.0 |2153  2845 |1.94 1.96 1.61|  0   0 4.0|   0     0 |   0     0 | 58  595    0  915   27 
03-03 22:25:33|  4   1  96   0   0|7230M 5444M 2096k   10G|  58k   59k|   0    21k|   0  6.00 |2287  2984 |1.94 1.96 1.61|  0   0 1.0|   0     0 |   0     0 | 58  591    0  916   29 
03-03 22:25:34|  1   0  98   0   0|7231M 5443M 2096k   10G|  15k   15k|   0   324k|   0  34.0 |2139  2979 |1.86 1.94 1.60|1.0   0 6.0|   0     0 |   0     0 | 58  592    0  919   29 
03-03 22:25:35|  1   0  98   0   0|7230M 5443M 2096k   10G|  14k   14k|   0    25k|   0  8.00 |1643  2621 |1.86 1.94 1.60|  0   0 1.0|   0     0 |   0     0 | 58  591    0  920   29 
03-03 22:25:36|  1   1  98   0   0|7230M 5444M 2096k   10G|  21k   21k|   0   212k|   0  14.0 |2046  2874 |1.86 1.94 1.60|  0   0 3.0|   0     0 |   0     0 | 58  592    0  801   29 
03-03 22:25:37|  2   0  98   0   0|7230M 5444M 2096k   10G|  39k   40k|   0   177k|   0  13.0 |2165  2992 |1.86 1.94 1.60|  0   0   0|   0     0 |   0     0 | 58  591    0  800   29 
03-03 22:25:38|  2   1  98   0   0|7230M 5444M 2096k   10G|  43k   43k|   0    10k|   0  2.00 |2158  2898 |1.86 1.94 1.60|  0   0 4.0|   0     0 |   0     0 | 58  595    0  803   27 
03-03 22:25:39|  2   1  97   0   0|7233M 5440M 2096k   10G| 169k   16k|   0   206k|   0  27.0 |3066  3328 |1.71 1.91 1.60|1.0   0  78|   0     0 |   0     0 | 58  595    0  803   27 
03-03 22:25:40| 12   3  85   0   0|7282M 5391M 2096k   10G|  29k   29k|   0   116k|   0  11.0 |4016  3381 |1.71 1.91 1.60|1.0   0  53|   0     0 |   0     0 | 58  595    0  787   25 
03-03 22:25:41|  4   1  95   0   0|7232M 5441M 2096k   10G|  36k   43k|   0    23k|   0  8.00 |2642  3009 |1.71 1.91 1.60|  0   0  26|   0     0 |   0     0 | 58  595    0  789   25 
03-03 22:25:42|  3   2  95   0   0|7242M 5432M 2096k   10G| 123k   45k|   0   118k|   0  11.0 |3478  3605 |1.71 1.91 1.60|1.0   0  83|   0     0 |   0     0 | 58  595    0  790   25 
03-03 22:25:43| 14   1  84   0   0|7297M 5376M 2096k   10G| 109k  109k|   0   132k|   0  11.0 |3439  3333 |1.71 1.91 1.60|1.0   0 3.0|   0     0 |   0     0 | 58  599    0  791   23 
03-03 22:25:44|  9   1  90   0   0|7233M 5440M 2096k   10G|  19k   44k|   0  2765k|   0  27.0 |3307  3479 |1.66 1.89 1.59|  0   0  20|   0     0 |   0     0 | 58  599    0  629   23 
03-03 22:25:45|  6   2  93   0   0|7258M 5416M 2096k   10G|  95k   17k|   0    75k|   0  11.0 |3495  3615 |1.66 1.89 1.59|1.0   0  82|   0     0 |   0     0 | 58  599    0  630   23 
03-03 22:25:46| 13   2  85   0   0|7302M 5371M 2096k   10G|  37k   37k|   0   318k|   0  20.0 |3215  3258 |1.66 1.89 1.59|1.0   0 5.0|   0     0 |   0     0 | 58  599    0  636   23 
03-03 22:25:47| 14   0  85   0   0|7329M 5344M 2096k   10G|  36k   37k|   0  2796k|   0  30.0 |2901  2751 |1.66 1.89 1.59|1.0   0   0|   0     0 |   0     0 | 58  603    0  636   21 
03-03 22:25:48|  4   1  95   0   0|7233M 5440M 2096k   10G|  55k  385k|   0    20k|   0  4.00 |4155  6531 |1.66 1.89 1.59|1.0   0  18|   0     0 |   0     0 | 58  599    0  475   23 
03-03 22:25:49|  4   1  94   0   0|7155M 5519M 2096k   10G|  13k   13k|   0  1974k|   0   324 |3746  4029 |1.52 1.86 1.58|1.0   0 6.0|   0     0 |   0     0 | 58  599    0  475   23 
03-03 22:25:50|  2   0  98   0   0|7154M 5519M 2096k   10G|  27k   27k|   0   118k|   0  11.0 |1866  2763 |1.52 1.86 1.58|  0   0 4.0|   0     0 |   0     0 | 58  599    0  479   23 
03-03 22:25:51|  1   0  98   0   0|7154M 5520M 2096k   10G|  35k   35k|   0    15k|   0  4.00 |1816  2677 |1.52 1.86 1.58|  0   0 1.0|   0     0 |   0     0 | 58  599    0  480   23 
03-03 22:25:52|  1   0  98   0   0|7154M 5519M 2096k   10G|  20k   20k|   0   112k|   0  11.0 |2121  2880 |1.52 1.86 1.58|  0   0 4.0|   0     0 |   0     0 | 58  599    0  305   20 
03-03 22:25:53|  3   0  96   0   0|7154M 5520M 2096k   10G| 100k  100k|   0    27k|   0  6.00 |2430  3190 |1.52 1.86 1.58|  0   0 1.0|   0     0 |   0     0 | 58  607    0  308   18 
03-03 22:25:54|  5   2  93   0   0|7155M 5518M 2096k   10G|  17k   17k|   0   448k|   0  76.0 |9340    16k|1.48 1.85 1.58|  0   0  44|   0     0 |   0     0 | 58  607    0  311   18 
03-03 22:25:55|  1   0  98   0   0|7155M 5519M 2096k   10G|  12k   13k|   0    42k|   0  9.00 |1633  2550 |1.48 1.85 1.58|  0   0 1.0|   0     0 |   0     0 | 58  607    0  311   18 
03-03 22:25:56|  2   1  98   0   0|7156M 5518M 2096k   10G|  30k   30k|   0  1939k|   0   156 |2316  3038 |1.48 1.85 1.58|1.0   0  22|   0     0 |   0     0 | 58  607    0  312   18 
03-03 22:25:57|  4   1  94   0   0|7156M 5518M 2096k   10G|  76k   23k|   0  1499k|   0  38.0 |3691  3691 |1.48 1.85 1.58|1.0   0  88|   0     0 |   0     0 | 58  603    0  256   20 
03-03 22:25:58|  4   2  93   0   0|7155M 5518M 2096k   10G| 138k   30k|   0    37k|   0  6.00 |4546  4005 |1.48 1.85 1.58|1.0   0 135|   0     0 |   0     0 | 58  603    0  257   20 
03-03 22:25:59|  7   2  89   0   0|7194M 5479M 2096k   10G|  16k   16k|   0   116k|   0  17.0 |6811    12k|1.52 1.85 1.58|  0   0  89|   0     0 |   0     0 | 58  605    0  257   20 
03-03 22:26:00| 18   6  76   0   0|7227M 5445M 2096k   10G| 203k   50k|   0   392k|   0  53.0 |  16k   25k|1.52 1.85 1.58|1.0   0 179|   0     0 |   0     0 | 58  603    0  263   20 
03-03 22:26:01|  7   1  92   0   0|7251M 5422M 2096k   10G|  35k   35k|   0    26k|   0  8.00 |2305  2608 |1.52 1.85 1.58|  0   0 3.0|   0     0 |   0     0 | 58  603    1  164   20 
03-03 22:26:02|  4   4  91   0   0|7263M 5410M 2096k   10G|  78k   34k|   0   233k|   0  15.9 |9390    14k|1.52 1.85 1.58|5.0   0 162|   0     0 |   0     0 | 58  603    0  170   20 
03-03 22:26:03| 24   5  71   0   0|7302M 5370M 2096k   10G|  59k   60k| 108k  529k|4.02  66.3 |  13k   20k|1.52 1.85 1.58|3.0   0 171|   0     0 |   0     0 | 58  595    0  172   24 
03-03 22:26:04| 11   4  84   0   0|7235M 5438M 2096k   10G| 102k   30k| 280k  231k|23.0  25.0 |7166    12k|1.56 1.85 1.59|3.0   0 191|   0     0 |   0     0 | 58  595    0  177   24 
03-03 22:26:05|  4   1  95   0   0|7247M 5425M 2096k   10G|  35k   32k|   0    17k|   0  4.00 |2257  3162 |1.56 1.85 1.59|1.0   0 2.0|   0     0 |   0     0 | 58  596    0  137   24 
03-03 22:26:06|  1   0  98   0   0|7229M 5443M 2096k   10G|  53k   22k|   0    10k|   0  2.00 |2305  3075 |1.56 1.85 1.59|  0   0  18|   0     0 |   0     0 | 58  595    0  138   24 
03-03 22:26:07|  5   2  93   0   0|7229M 5443M 2096k   10G| 121k   64k|   0    97k|   0  16.0 |4647  4490 |1.56 1.85 1.59|1.0   0 123|   0     0 |   0     0 | 58  595    0  139   24 
03-03 22:26:08|  9   4  85   0   0|7233M 5438M 2096k   10G| 160k   50k|   0   273k|   0  39.0 |9810    14k|1.56 1.85 1.59|1.0   0 201|   0     0 |   0     0 | 58  599    0  142   22 
03-03 22:26:09|  3   0  97   0   0|7241M 5431M 2096k   10G|  23k   23k|4094B  433k|1.00  21.0 |1956  2686 |1.44 1.82 1.58|2.0   0 3.0|   0     0 |   0     0 | 58  599    0  133   22 
03-03 22:26:10| 12   5  83   0   0|7229M 5442M 2096k   10G| 118k   36k|   0   461k|   0  54.0 |  15k   25k|1.44 1.82 1.58|  0   0 193|   0     0 |   0     0 | 58  599    0  138   22 
03-03 22:26:11|  8   3  88   0   0|7243M 5428M 2096k   10G|  67k   38k|   0    66k|   0  14.0 |9497    14k|1.44 1.82 1.58|1.0   0  91|   0     0 |   0     0 | 58  599    0  140   22 
03-03 22:26:12|  4   2  92   0   0|7190M 5482M 2096k   10G| 136k   28k|   0   261k|   0  31.0 |5380  4648 |1.44 1.82 1.58|  0   0 158|   0     0 |   0     0 | 58  599    0  142   22 
03-03 22:26:13| 12   1  87   0   0|7189M 5483M 2096k   10G|  43k   44k|   0   153k|   0  13.0 |4496  5064 |1.44 1.82 1.58|1.0   0  42|   0     0 |   0     0 | 58  599    0  138   19 
03-03 22:26:14|  5   3  91   0   0|7259M 5413M 2096k   10G| 126k   54k|   0  2005k|   0   102 |7617    12k|1.32 1.79 1.57|3.0   0 119|   0     0 |   0     0 | 58  599    0  141   19 
03-03 22:26:15|  9   3  86   0   0|7208M 5463M 2096k   10G| 123k   14k|  32k  755k|1.00  68.0 |9291    14k|1.32 1.79 1.57|1.0   0 145|   0     0 |   0     0 | 58  599    0  144   19 
03-03 22:26:16| 13   1  86   0   0|7257M 5414M 2096k   10G|  21k   21k|   0    31k|   0  6.00 |2981  2898 |1.32 1.79 1.57|2.0   0 4.0|   0     0 |   0     0 | 58  599    0  148   19 
03-03 22:26:17| 12   1  87   0   0|7190M 5482M 2096k   10G|  37k   37k|   0  2824k|   0  32.0 |3267  3101 |1.32 1.79 1.57|1.0   0  15|   0     0 |   0     0 | 58  605    0  135   12 
03-03 22:26:18| 12   3  84   0   0|7252M 5419M 2096k   10G|  80k   26k|  20k  107k|2.00  11.0 |9694    16k|1.32 1.79 1.57|3.0   0 128|   0     0 |   0     0 | 58  601    0  138   14 
03-03 22:26:19| 10   3  87   0   0|7155M 5516M 2096k   10G|  75k   21k|   0   157k|   0  24.0 |6125  5272 |1.46 1.81 1.58|3.0   0 109|   0     0 |   0     0 | 58  601    0  139   14 
03-03 22:26:20| 12   2  85   0   0|7184M 5487M 2096k   10G|  27k   27k|   0  3020k|   0   405 |4565  4794 |1.46 1.81 1.58|2.0   0  26|   0     0 |   0     0 | 58  601    0  142   14 
03-03 22:26:21| 13   1  86   0   0|7224M 5447M 2096k   10G|  35k   36k|   0    19k|   0  4.00 |2687  2641 |1.46 1.81 1.58|2.0   0 1.0|   0     0 |   0     0 | 58  601    0  140   14 
03-03 22:26:22|  9   1  90   0   0|7159M 5512M 2096k   10G|  20k   20k|  56k 3259k|8.00  90.0 |2888  3076 |1.46 1.81 1.58|  0   0  23|   0     0 |   0     0 | 58  602    0  146   14 
03-03 22:26:23|  2   1  97   0   0|7158M 5513M 2096k   10G|  60k   60k|4097B   18k|1.00  4.00 |2307  2950 |1.46 1.81 1.58|  0   0  12|   0     0 |   0     0 | 58  606    0  151   12 
03-03 22:26:24| 14   7  78   0   0|7183M 5488M 2096k   10G|  22k   22k|8192B  516k|2.00  68.0 |  17k   32k|1.66 1.85 1.59|1.0   0 152|   0     0 |   0     0 | 58  605    0  159   12 
03-03 22:26:25| 13   1  86   0   0|7231M 5440M 2096k   10G|  10k   11k|   0    36k|   0  5.00 |2561  2504 |1.66 1.85 1.59|1.0   0 2.0|   0     0 |   0     0 | 58  605    0  148   12 
03-03 22:26:26|  7   1  91   0   0|7160M 5512M 2096k   10G|  23k   22k|   0  6071k|   0   316 |2750  2947 |1.66 1.85 1.59|  0   0  21|   0     0 |   0     0 | 58  605    1  152   12 
03-03 22:26:27|  2   0  98   0   0|7160M 5512M 2096k   10G|  21k   21k|   0   107k|   0  9.00 |1990  2672 |1.66 1.85 1.59|  0   0  12|   0     0 |   0     0 | 58  602    0  153   14 
03-03 22:26:28|  2   1  97   0   0|7146M 5526M 2096k   10G|  25k   25k|   0    17k|   0  4.00 |2438  2953 |1.66 1.85 1.59|1.0   0  28|   0     0 |   0     0 | 58  601    0  155   14 
03-03 22:26:29| 32  20  47   0   0|7224M 5441M 2096k   10G| 154k   41k|4095B 1529k|1.00   201 |  26k   54k|2.73 2.07 1.66|2.0   0 612|   0     0 |   0     0 | 58  601    0  157   14 
03-03 22:26:30| 10   7  82   0   0|7282M 5384M 2096k   10G| 102k   48k|4099B  192k|1.00  19.0 |  12k   21k|2.73 2.07 1.66|4.0   0 181|   0     0 |   0     0 | 58  601    0  163   14 
03-03 22:26:31| 10   4  85   0   0|7291M 5374M 2096k   10G| 156k   44k|   0   379k|   0  31.0 |  11k   16k|2.73 2.07 1.66|4.0   0 183|   0     0 |   0     0 | 58  601    0  165   14 
03-03 22:26:32| 11   3  86   0   0|7256M 5409M 2096k   10G|  81k   27k|   0  1746k|   0  56.0 |5392  4594 |2.73 2.07 1.66|2.0   0 115|   0     0 |   0     0 | 58  601    0  170   14 
03-03 22:26:33|  8   2  90   0   0|7225M 5539M 2096k   10G| 146k   68k| 204k  574k|17.0  27.0 |3963  3729 |2.73 2.07 1.66|1.0   0  61|   0     0 |   0     0 | 58  597    0  154   16 
03-03 22:26:34| 10   2  88   0   0|7263M 5501M 2096k   10G|  20k   20k|   0    22k|   0  4.00 |3465  3410 |2.59 2.05 1.66|  0   0  43|   0     0 |   0     0 | 58  598    0  157   16 
03-03 22:26:35|  4   0  96   0   0|7270M 5492M 2096k   10G|1051k   27k|   0    91k|   0  16.0 |2190  2885 |2.59 2.05 1.66|  0   0 5.0|   0     0 |   0     0 | 58  598    0  161   16 
03-03 22:26:36|  1   0  98   0   0|7270M 5492M 2096k   10G|  26k   23k|   0    29k|   0  2.00 |2004  2699 |2.59 2.05 1.66|1.0   0 7.0|   0     0 |   0     0 | 58  598    0  168   16 
03-03 22:26:37|  5   2  93   0   0|7270M 5491M 2096k   10G| 108k   44k|   0   274k|   0  30.0 |7634    13k|2.59 2.05 1.66|  0   0  44|   0     0 |   0     0 | 58  598    0  166   16 
03-03 22:26:38|  2   0  98   0   0|7271M 5491M 2096k   10G| 100k   45k|   0    12k|   0  2.00 |2282  2936 |2.59 2.05 1.66|  0   0  10|   0     0 |   0     0 | 58  604    0  174   14 
03-03 22:26:39|  1   0  98   0   0|7270M 5491M 2096k   10G| 131k   20k|   0   145k|   0  11.0 |1780  2557 |2.38 2.02 1.65|  0   0 6.0|   0     0 |   0     0 | 58  602    0  181   14 
03-03 22:26:40|  2   0  98   0   0|7271M 5490M 2096k   10G|  55k   29k|   0   378k|   0  51.0 |1978  2686 |2.38 2.02 1.65|  0   0 8.0|   0     0 |   0     0 | 58  602    0  187   14 
03-03 22:26:41|  6   3  91   0   0|7271M 5490M 2096k   10G|  70k   41k|   0   280k|   0  41.0 |  13k   22k|2.38 2.02 1.65|  0   0  79|   0     0 |   0     0 | 58  604    0  195   14 
03-03 22:26:42|  5   1  93   0   0|7280M 5466M 2096k   10G|  15M  182k|   0   125k|   0  11.0 |6050  6224 |2.38 2.02 1.65|1.0   0  12|   0     0 |   0     0 | 58  601    0  191   14 
03-03 22:26:43| 16   1  84   0   0|7288M 5456M 2096k   10G| 107k  107k|   0   128k|   0  15.0 |3322  3068 |2.38 2.02 1.65|1.0   0 6.0|   0     0 |   0     0 | 58  605    0  192   12 
03-03 22:26:44| 13   0  85   0   0|7311M 5433M 2096k   10G|  19k   19k|   0    24k|   0  2.00 |2889  2656 |2.27 2.00 1.64|1.0   0 6.0|   0     0 |   0     0 | 58  605    0  197   12 
03-03 22:26:45| 10   1  89   0   0|7296M 5441M 2096k   10G|  37k   38k|   0   105k|   0  9.00 |2525  2694 |2.27 2.00 1.64|  0   0 2.0|   0     0 |   0     0 | 58  606    0  197   12 
03-03 22:26:46|  3   1  96   0   0|7297M 5427M 2096k   10G|  15M  172k|   0    23k|   0  2.00 |4597  5317 |2.27 2.00 1.64|  0   0 7.0|   0     0 |   0     0 | 58  608    0  190   12 
03-03 22:26:47| 14   0  86   0   0|7303M 5416M 2096k   10G| 493k   41k|   0   116k|   0  9.00 |3031  2921 |2.27 2.00 1.64|1.0   0   0|   0     0 |   0     0 | 58  609    0  194   10 
03-03 22:26:48| 13   1  86   0   0|7356M 5363M 2096k   10G|  23k   24k|   0     0 |   0     0 |3003  2698 |2.27 2.00 1.64|1.0   0 4.0|   0     0 |   0     0 | 58  605    0  194   12 
03-03 22:26:49| 17   2  81   0   0|7365M 5347M 2096k   10G|  23k   23k|   0    42k|   0  6.00 |9398    16k|2.17 1.98 1.64|3.0   0  33|   0     0 |   0     0 | 58  605    0  194   12 
03-03 22:26:50|  6   1  93   0   0|7302M 5407M 2096k   10G|  35k   31k|   0  1656k|   0  43.0 |3001  3321 |2.17 1.98 1.64|  0   0  12|   0     0 |   0     0 | 58  608    0  189   12 
03-03 22:26:51|  9   2  88   0   0|7331M 5376M 2096k   10G|1570k   56k|   0   243k|   0  31.0 |5654    11k|2.17 1.98 1.64|1.0   0  41|   0     0 |   0     0 | 58  605    0  194   12 
03-03 22:26:52|  3   0  97   0   0|7302M 5403M 2096k   10G| 415k   30k|   0   142k|   0  11.0 |2369  2871 |2.17 1.98 1.64|  0   0 7.0|   0     0 |   0     0 | 58  608    0  201   12 
03-03 22:26:53|  9   3  87   0   0|7425M 5280M 2096k   10G| 320k  229k|   0    34k|   0  6.00 |  15k   26k|2.17 1.98 1.64|4.0   0  60|   0     0 |   0     0 | 58  620    0  207   10 
03-03 22:26:54| 14   3  83   0   0|7343M 5360M 2096k   10G| 599k   29k|   0   436k|   0  62.0 |9009    12k|2.64 2.08 1.67|1.0   0  87|   0     0 |   0     0 | 58  617    0  207   10 
03-03 22:26:55|  2   0  97   0   0|7343M 5360M 2096k   10G|  50k   14k|   0  2962k|   0   409 |2094  2495 |2.64 2.08 1.67|2.0   0 5.0|   0     0 |   0     0 | 58  620    0  208   10 
03-03 22:26:56|  4   0  96   0   0|7344M 5359M 2096k   10G|  35k   22k|   0  4241k|   0   306 |2203  2710 |2.64 2.08 1.67|1.0   0 6.0|   0     0 |   0     0 | 58  619    0  213   10 
03-03 22:26:57|  3   0  97   0   0|7343M 5361M 2096k   10G|  29k   21k|   0   122k|   0  9.00 |1907  2654 |2.64 2.08 1.67|1.0   0 4.0|   0     0 |   0     0 | 58  615    0  217   12 
03-03 22:26:58|  2   0  97   0   0|7344M 5360M 2096k   10G|  52k   27k|   0    24k|   0  4.00 |2094  2650 |2.64 2.08 1.67|  0   0 7.0|   0     0 |   0     0 | 58  615    0  215   12 
03-03 22:26:59| 17   2  80   0   0|7315M 5389M 2096k   10G|  14k   14k|   0   201k|   0  34.0 |  11k   17k|2.67 2.10 1.68|1.0   0  51|   0     0 |   0     0 | 58  613    0  218   12 
03-03 22:27:00| 14   0  85   0   0|7320M 5378M 2096k   10G|  42k   42k|   0   166k|   0  13.0 |2902  2606 |2.67 2.10 1.68|1.0   0 4.0|   0     0 |   0     0 | 58  613    0  219   12 
03-03 22:27:01| 13   1  86   0   0|7322M 5382M 2096k   10G|  36k   36k|   0  3171k|   0  93.0 |2861  2584 |2.67 2.10 1.68|1.0   0 1.0|   0     0 |   0     0 | 58  613    0  220   12 
03-03 22:27:02|  8   1  90   0   0|7228M 5476M 2096k   10G|  79k   26k|   0  3719k|   0  54.0 |3823  3325 |2.67 2.10 1.68|1.0   0  81|   0     0 |   0     0 | 58  613    0  211   12 
03-03 22:27:03| 24   7  68   0   0|7287M 5417M 2096k   10G|  58k   58k|4094B  611k|1.00  77.0 |  19k   30k|2.67 2.10 1.68|  0   0 148|   0     0 |   0     0 | 58  598    0  214   20 
03-03 22:27:04|  2   0  98   0   0|7287M 5416M 2096k   10G|  26k   19k|   0    31k|   0  4.00 |1981  2651 |2.45 2.06 1.67|  0   0 8.0|   0     0 |   0     0 | 58  598    0  219   20 
03-03 22:27:05|  1   0  99   0   0|7287M 5416M 2096k   10G|  26k   13k|   0    25k|   0  4.00 |1616  2499 |2.45 2.06 1.67|  0   0 4.0|   0     0 |   0     0 | 58  598    0  223   20 
03-03 22:27:06|  1   1  98   0   0|7288M 5416M 2096k   10G|  31k   23k|   0  1918k|   0  11.0 |1868  2560 |2.45 2.06 1.67|1.0   0 6.0|   0     0 |   0     0 | 58  598    0  220   20 
03-03 22:27:07|  3   0  96   0   0|7300M 5404M 2096k   10G|  73k   60k|   0    89k|   0  16.0 |2508  3316 |2.45 2.06 1.67|  0   0 4.0|   0     0 |   0     0 | 58  598    0  225   20 
03-03 22:27:08| 11   4  84   0   0|7303M 5401M 2096k   10G|  55k   46k|   0   425k|   0  66.0 |  15k   31k|2.45 2.06 1.67|  0   0 139|   0     0 |   0     0 | 58  602    0  235   18 
03-03 22:27:09|  1   0  98   0   0|7303M 5401M 2096k   10G|  35k   24k|   0   493k|   0  18.0 |1702  2567 |2.25 2.03 1.66|2.0   0 4.0|   0     0 |   0     0 | 58  602    0  239   18 
03-03 22:27:10|  4   0  95   0   0|7307M 5396M 2096k   10G|  44k   38k|   0   130k|   0  11.0 |2287  2864 |2.25 2.03 1.66|3.0   0 5.0|   0     0 |   0     0 | 58  601    0  233   18 
03-03 22:27:11| 12   2  85   0   0|7232M 5472M 2096k   10G|  36k   38k|   0  3454k|   0  74.1 |8414    13k|2.25 2.03 1.66|  0   0  64|   0     0 |   0     0 | 58  601    0  234   18 
